Method;Simplicity;Precision;Generalization
PrefixTree;0.258065;1;0.269876
Param 2;0.4;0.828125;0.955806
Method;Simplicity;Precision;Generalization
PrefixTree;0.258065;1;0.269876
Param 3;0.333333;1;0.967859
Method;Simplicity;Precision;Generalization
PrefixTree;0.258065;1;0.269876
Param 4;0.333333;1;0.967859
